BscStartDate,Asset,OriginalShorttext,PMType,Cost
2005-08-25,D,r/h idler riding on idler stop plate,PM01,0
2007-03-22,D,Replace grease distribution blocks,PM01,427.58
2007-05-02,D,Replace Shroud toplok RH,PM01,10663.74
2007-05-03,D,refit weldment and shrouds,PM01,726.23
2007-07-16,D,Replace cylinder cover plate,PM01,179.8
2008-08-04,D,Replace broken gum protector SHD24,PM01,5649.98
2009-03-05,D,Reseal logic block & valves,PM01,715.65
2009-04-09,D,Test Ports on Logic Block leaking,PM01,464.64
2009-08-11,D,Reseal both logic blocks,PM01,621.76
2009-09-08,D,Swash plate block on P1 Leaking,PM01,0
2009-10-27,D,Replace grease injector blocks,PM01,7214.73
2010-04-06,D,Replace wing shroud RHS SHD24,PM01,3467.84
2010-07-27,D,Replace logic block check valves,PM01,453.56
2011-05-23,D,Replace 2 x grease blocks,PM01,518.24
2006-08-21,E,R/H OUTER LIP SHROUD MISSING.,PM01,5202.37
2006-10-26,E,AIR CLEANERS BLOCKED,PM01,357.65
2007-01-18,E,RH QUICK WING SHROUD MISSING,PM01,1070.83
2007-03-29,E,RHS NO2 WEAR SHROUD TOPLOK MISSING,PM01,1678.95
2007-08-27,E,2 ANTI CAV VALVES BY-PASSING. PEND MAIN,PM01,0
2007-10-11,E,R/H WING SHROUD MISSING,PM01,2039.23
2007-10-11,E,REPLACE TEST FITTINGS ON HP BLOCK,PM01,195.29
2007-12-05,E,REPLACE MISSING WING SHROUD,PM01,398.75
2008-04-06,E,ACC DAMAGE- LUBE BLOCK BROKEN,PM06,0
2008-11-17,E,REPLACE LH WING SHROUD,PM01,1391.78
2008-12-05,E,REPLACE  #1 LIP SHROUD,PM01,2027.58
2008-12-18,E,REPLACE NO#2 LIP SHROUD,PM01,1844.72
2009-08-11,E,H-BLOCK GREASE PIPE BROKEN,PM01,601.61
2009-12-28,E,CHANGE OUT PILOT BLOCKING VALVES,PM01,6562.63
2010-01-04,E,RESEAL COVER PLATES ON RH SIDE OF RH ENG,PM01,0
2010-04-04,E,REPLACE CENTRE LIP SHROUD,PM01,1959.76
2010-08-23,E,ROCK DAMAGE TO GREASE BLOCKS / LINES,PM06,2281.29
2010-11-04,E,REPLACE LH LIP SHROUD,PM01,2371.58
2005-12-19,A,ENGINE REPAIRS / CHARGE FIRE SUPPRESSION,PM01,1411.5
2006-06-06,A,Chubb to recharge system,PM01,0
2006-09-27,A,FIT FIRE SUSSPRESSION,PM01,452.15
2008-01-28,A,FIRE SUPPRESSION BOTTLE MOUNT U/S.,PM01,0
2008-10-05,A,FIRE SUPPRESSION DISCHARGED,PM01,3321.8
2008-10-06,A,FIRE SUPPRESION DISCHARGED - NO FIRE,PM01,2306.5
2008-12-08,A,Fire supression activated,PM01,2678.46
2004-01-20,C,SHD0023-FIRE SUPPRESSION SYSTEM SERVICE,PM02,0
2004-05-01,C,RECHARGE FIRE SUPPRESSION SYSTEM,PM01,308.41
2004-06-22,C,RECHARGE FIRE SUPPRESSION SYSTEM,PM01,0
2005-07-12,C,FIRE ALARM ON IN CAB,PM01,194.28
2005-09-19,C,FIRE SUPPRESSION LOW PRESSURE ALARM ON,PM01,277.09
2005-09-21,C,CHUBB TO REPAIR LEAK AT FIRE SURPRESSION,PM01,458.44
2005-11-01,C,REPAIR FIRE SYSTEM,PM01,293.83
2007-05-01,C,RECHARGE FIRE SURPRESSION SYSTEM,PM01,6778.52
2007-05-03,C,FIRE SUPPRESSION ALARM LIGHT COMING ON,PM01,245.94
2007-09-21,C,CHECK CHARGE PRESS ON FIRE SUPPRESSION,PM01,151.18
2008-08-20,C,FIRE SUPPRESSION LOW ON PRESSURE,PM01,0
2009-07-09,C,SERV FIRE SUP SYSTEM [CHUBB],PM01,1279
2009-12-03,C,FIRE SUPPRESSION SYSTEM HAS DISCHARGED,PM01,138.2
2009-12-04,C,FIRE SUPPRESSION SYSTEM WENT OFF,PM01,567
2004-01-02,D,Fire suppressent system reading low prea,PM01,0
2004-12-13,D,Repair fire system,PM01,824.28
2005-06-23,D,replace fire ext bracket   completed 23/,PM01,61
2005-10-05,D,FIRE SUPPRESSION BOTTLE LEAKING.,PM01,350.37
2005-10-05,D,Repair leak & recharge fire suppression,PM01,0
2006-02-23,D,Fire alarm warning,PM01,351.5
2006-07-19,D,SHD24 fire alarm activated,PM01,350.89
2007-03-01,D,Replace fire exhingisher on top deck,PM01,0
2007-03-24,D,fire supression alarm coming on,PM01,0
2007-03-24,D,Fire alarm system coming on,PM01,0
2007-03-28,D,fire supression alarming,PM01,0
2007-05-01,D,fire suppression alarming,PM01,404.28
2007-10-16,D,Replace fire extinguisher cylinders,PM01,107.58
2008-03-18,D,Recharge fire suspression,PM01,0
2008-06-09,D,Fire suppression alarm going off,PM01,0
2008-09-23,D,Chubb Statutory service SHD24 6-9-08,PM01,1020
2008-10-30,D,CHUBB REPAIR SUPPRESSION PIPES,PM01,300
2008-12-02,D,Recharge fire system,PM01,217.5
2009-01-15,D,DCP Extinguisher missing top deck,PM01,0
2009-05-14,D,Fire suppression bottle under pressure,PM01,330
2009-08-11,D,CHUBB FIRE SUPPRESSION UP GRADE,PM01,19401
2009-09-08,D,Deck fire extinguisher  Out of date,PM01,0
2009-09-08,D,CHUBB 6MTH SERVICE SHD 24,PM01,122.25
2010-03-09,D,Chubb 6 Mth Fire Suppression service,PM01,537
2010-04-15,D,fire alarm going of off every 3 minets,PM01,0
2010-09-20,D,CHUBB Fire system service,PM01,569.23
2006-07-21,E,RECHARGE FIRE SUPPRESSION SYSTEM,PM01,285.93
2010-05-07,E,FIRE SUPPRESSION SYSTEM DISCHARGED,PM01,393.99
2010-05-17,E,REPAIR FIRE SUPPRESSION ALARM ON,PM01,2255.12
2010-05-18,E,Fire Suppression Fault,PM01,894.98
2011-05-05,E,FIRE SUPPRESSION FAULT,PM01,0
2011-06-06,E,Chubb-repair SHD26 fas per quote,PM01,5137
2006-11-10,A,REPLACE RH REAR  CAB GLASS,PM06,2061.25
2001-08-30,B,CLAM    PEDAL   VERY STIFF.,PM01,0
2001-09-26,B,REPAIR CABIN DOOR FALLING OFF.,PM01,0
2001-12-17,B,tighten up controler stick,PM01,0
2002-02-13,B,Operators cabin refurbishment,PM01,4087.39
2002-02-26,B,REPAIR CAB DOOR LATCH.,PM01,0
2002-02-27,B,REPAIR DOOR LOCK.,PM01,0
2002-02-28,B,Replace cab door handle,PM01,61.26
2002-02-28,B,Replace RH broken joystick handle,PM01,826.44
2002-03-01,B,blowen cab light,PM01,265.05
2002-03-06,B,Replace engine bay door handles,PM01,137.22
2002-05-15,B,door handle missing inside cab,PM01,204.89
2002-05-23,B,REPAIRED DOOR LATCH.,PM01,60
2002-08-19,B,REPLACE AIR HORNS ON L/H SIDE.,PM01,186.78
2002-09-11,B,HORN WAS NOT WORKIN,PM01,149.93
2002-11-18,B,CAB DOOR WON'T SHUT.,PM01,245.71
2002-11-19,B,REPAIR DOOR LATCH,PM01,0
2002-12-09,B,DOOR CATCHES & HINGES U/S,PM01,412.16
2003-01-02,B,replace door striker  see text,PM01,7.76
2003-01-06,B,water leaking in cab.,PM01,416.33
2003-01-08,B,RESEAL LH STICK FLOAT VALVE,PM01,0
2003-01-15,B,replaced cracked window,PM01,272.88
2003-02-07,B,replace fitting l/h top stick  rag on it,PM01,390.13
2003-03-07,B,horn not working,PM01,214.07
2003-03-08,B,cab door glass u/s,PM01,350
2003-03-09,B,air horns not operating,PM01,1620.41
2003-03-12,B,replace air blower nozzle in cabin,PM01,413.37
2003-04-11,B,HORN PLAYING UP,PM01,366.34
2003-04-19,B,Sun blind missing from operators window,PM01,831.9
2003-06-14,B,put door back on cab,PM01,992.95
2003-06-14,B,dust entering cab,PM01,150.57
2003-07-04,B,wiper blades need replacing  (ordered),PM01,561.59
2003-07-04,B,fit new light under cab,PM01,1325.39
2003-07-05,B,replace front window,PM01,1965.65
2003-08-06,B,dash clock u/s,PM01,0
2003-08-06,B,r/h side cab glass cracked   completed,PM01,1451.52
2003-08-13,B,Latch broken on RH engine door,PM01,61.5
2003-08-15,B,Repaired door handle to cab,PM01,245.99
2003-09-01,B,Repair door latch,PM01,148.7
2003-09-09,B,Replace cab glass RH side.,PM01,1233.13
2003-09-15,B,cabin door flying open,PM01,148.7
2003-09-29,B,adjust cab door,PM01,0
2003-10-17,B,replace light under cab for x1 cabinet,PM01,133.43
2003-10-25,B,door fell off(hinge broken),PM01,200.15
2004-02-26,B,window keeps sliding open,PM01,88.68
2004-03-25,B,cab cracked around l/h front of cab,PM01,800.85
2004-04-08,B,cabin loose,PM01,0
2004-04-16,B,cabin cracking at front,PM01,544.74
2004-04-27,B,replaced door latch on cab door,PM01,181.66
2004-01-16,C,ADJUST WIPERS AT FRONT,PM01,713.63
2004-01-20,C,Fit new mirrors to each side of shovel,PM01,1377.08
2004-06-21,C,REPAIR LEAKING PIPE ON STICK,PM01,987.82
2004-08-09,C,REQUIRE AIR HOSE IN CAB TO BLOW OUT,PM01,0
2004-10-06,C,RECLINER CABLE BROKEN,PM01,113.92
2004-11-19,C,FIT NEW LOWER AIR HORN,PM01,172.04
2005-01-26,C,REPLACE DIP STICK ON R/H ENGINE,PM01,162.53
2005-03-14,C,DIPPER DOOR KEEPS COMING OPEN,PM01,8133.24
2005-04-22,C,SEAT WON'T ADJUST BACK,PM01,40.12
2005-09-02,C,OPERATORS SEAT BACK REST CABLE BROKEN.,PM01,207.82
2005-09-10,C,L/H ENGINE BAY DOOR LATCH MISSING,PM01,519.47
2005-09-19,C,CHANGEOUT ~ SEAT ASSEMBLY,PM02,4318.31
2005-12-03,C,REPLACE VACUUM MOTOR RELAY (K13).,PM01,235.18
2006-04-12,C,REPAIR VACUUM CLEANER,PM01,236.86
2006-05-02,C,REPLACE HORNS.,PM01,4.46
2006-05-11,C,L/ H ENGINE DIP STICK BROKEN,PM01,401.18
2006-09-18,C,SEAT NOT ADJUSTING,PM01,144.11
2006-10-05,C,SEAT BACKREST CABLE BROKEN,PM01,98.5
2006-11-13,C,FRONT WIPER NOT WORKING- REPLACE,PM01,1270.68
2006-12-12,C,SEAT BASE APPEARS LOOSE,PM01,448.51
2007-01-21,C,L/H ENGINE DIP STICK TUBE BROKEN,PM01,474.2
2007-04-21,C,REPLACE L/H JOYSTICK,PM01,3418.99
2007-07-01,C,FIT SUNBLIND TO FRONT CAB WINDOW,PM01,530
2007-07-06,C,CHANGEOUT ~ SEAT ASSEMBLY,PM02,4224.94
2007-09-20,C,HOLE IN STEEL TUBE BEHIND STICK,PM01,1126.64
2007-09-22,C,"REPLACE STEEL PIPE UNDER STICK, LEAKING",PM01,1107.74
2007-10-12,C,REPLACE CAB SEAT.,PM01,336.97
2007-10-12,C,SEAT WONT STAY UP.,PM01,0
2007-12-24,C,INSTRUMENT TOWER PANEL BROKEN,PM01,329.57
2008-01-18,C,FIT SUNBLIND TO LH SIDE WINDOW,PM01,560
2008-04-17,C,REPLACE LH JOYSTICK.,PM01,4098.86
2008-06-13,C,Repair Wiper - tied back with a rag.EMER,PM01,0
2008-07-20,C,REPLACE CAB DOOR SEALS,PM01,126.94
2008-08-01,C,Repair cab air hose,PM01,0
2008-09-29,C,REPLACE RH ENG BAY DOOR HANDLE,PM01,280.7
2008-11-03,C,REPLACE WIPER ARM ASSEMBLY,PM01,2805.44
2008-12-17,C,REPLACE LOWER SEAT SLIDES,PM01,200.74
2009-01-12,C,Repair Vacuum Cleaner in Cab,PM01,0
2009-01-21,C,CHECK LH JOYSTICK FAULT.,PM01,200.64
2009-04-21,C,REPLACE BROKEN SIDE GLASS ON CAB,PM01,1395.03
2009-05-17,C,REPLACE LH JOYSTICK.,PM01,4208.16
2009-08-31,C,REPLACE CAB DOOR HINGES,PM01,1055.58
2009-09-19,C,REPLACE U/S L/H WINDOW LATCH,PM01,2273.48
2009-10-07,C,REPLACE CAB DOOR GLASS ACC DAMAGE,PM06,530.9
2009-10-15,C,REPLACE BUTTONS IN JOYSTICKS,PM01,86.48
2010-01-06,C,CHANGE OUT R/H JOY STICK,PM01,6228.61
2010-05-03,C,CHANGEOUT ~ SEAT ASSEMBLY,PM02,9831.51
2010-05-08,C,REPLACE FAULTY WINDOW LATCH,PM01,1134.16
2010-06-25,C,LH ENGINE WINDOW DOOR FALLEN OFF,PM01,2499
2010-12-24,C,CHANGEOUT ~ STICK ARM ASSY,PM02,311399.17
2011-07-04,C,Inside door handle on R/H engine bay,PM01,3305.66
2011-08-08,C,wipers tied up,PM01,548.63
2011-08-31,C,investigate emergency window problem,PM01,0
2011-09-19,C,SLIDING WINDOW LATCH NOT HOLDING.,PM01,770.19
2003-09-02,D,replace wiper blades,PM01,0
2003-10-09,D,replace door handle,PM01,769.54
2003-11-08,D,r/h joy stick sloppy,PM01,158.99
2003-11-25,D,needs new windsceen wiper,PM01,120.06
2004-02-17,D,cab light out and step light,PM01,295.06
2004-02-24,D,replace air horns,PM01,849.31
2004-05-06,D,Tighten up loose scews on  dash,PM01,131.37
2004-05-10,D,Repair to microphone in cab,PM02,939.77
2004-07-21,D,Repair Vaccum Cleaner  on SHD24,PM01,0
2004-08-04,D,AIR SEAT BLEEDS DOWN TEXT,PM01,0
2004-10-01,D,Gap in the top of operator cab door,PM01,276.78
2004-10-28,D,seat belt slipping    TEXT,PM01,465.74
2004-11-02,D,seat not functioning properly,PM01,199.21
2004-11-05,D,all cabinet blowers u/s,PM01,2313.18
2004-11-14,D,air horns not working,PM01,2387.23
2004-11-22,D,replace air horns,PM01,97.9
2004-11-23,D,replace rh joystick controller,PM01,0
2004-12-11,D,air horns not working,PM01,0
2004-12-14,D,l/h joy stick loose,PM01,4960.38
2004-12-16,D,replace left hand joystick (shd 24),PM01,65.6
2005-01-11,D,repair door latches lh pump bay door and,PM01,0
2005-01-11,D,clean cab module. remove all the shit th,PM01,190.66
2005-01-20,D,replace damaged console rhs,PM01,111.06
2005-01-20,D,Fit louder horns to shovel,PM01,3116.88
2005-01-20,D,replace pull cables under counterweight,PM01,227.38
2005-01-21,D,restick foam insert in door skin .just r,PM01,0
2005-07-20,D,loose plug safety solenoid cabinet,PM01,0
2005-07-27,D,top wiper blade u/s,PM01,6.4
2005-08-25,D,Replace Out side door handles   COMPLETE,PM01,503.26
2005-11-11,D,engine bay door broken handle,PM01,348.75
2005-11-24,D,lhs inner engine bay door handle missing,PM01,348.74
2005-12-10,D,replace cab l/h mirror assembly,PM01,652.28
2005-12-29,D,Repair window latch front LH side,PM01,0
2006-01-13,D,Seat backrest can not adjust,PM01,3343.63
2006-01-17,D,Replace sliding window latch,PM01,286.69
2006-01-19,D,operators reported head rest stuffed,PM01,0
2006-01-22,D,Repair window latch,PM01,0
2006-01-22,D,Repair Slide On Seat,PM01,25.55
2006-03-17,D,deadman on seat disconnected,PM01,0
2006-04-26,D,Service leg cables require changeout,PM01,0
2006-04-27,D,Seat module loose,PM01,0
2006-05-04,D,Repair seat,PM01,153.95
2006-06-25,D,repair windscreen wipers,PM01,0
2006-07-07,D,Operators cab leaking RH top internally,PM01,0
2006-07-14,D,Dash lighting trip SHD24,PM01,877.22
2006-08-11,D,Vacuum not working,PM01,0
2006-08-20,D,Repair main windscreen wiper,PM01,1488.09
2006-09-08,D,HORN NOT WORKING PROPERLY,PM01,237.01
2006-09-13,D,Replace joy stick boots,PM01,0
2006-10-19,D,DRINK CUP HOLDER,PM01,0
2006-10-20,D,replace horn,PM01,81.49
2006-12-13,D,Cab window seal u/s,PM01,0
2007-01-09,D,Replace LH joystick,PM01,4829.19
2007-01-10,D,Free up engine bay door handles,PM01,10.56
2007-02-08,D,replace L  / H joystick SHD24,PM01,4829.19
2007-03-21,D,replace damaged section of Stick,PM01,7764.2
2007-05-15,D,Replace L/H Drive Coupling,PM01,323.42
2007-07-10,D,Replace R/H Drive Coupling,PM01,7672.15
2007-09-03,D,Fit seat belt latch to SHD24,PM01,204.45
2007-09-07,D,No seat belt in dickie seat.,PM01,272.6
2007-09-22,D,Replace light bulbs inoperator cab,PM01,136.3
2007-10-03,D,Replace cab door striker,PM01,21.03
2008-04-24,D,Joy stick fell apart,PM01,5362.22
2008-04-24,D,No horn - R/H controler,PM01,250.14
2008-07-23,D,L/H joystick sticking  SHD24,PM01,536.79
2008-10-08,D,replace door latches,PM01,65.62
2008-11-28,D,joystick broken,PM01,786.79
2009-03-13,D,W/Wipers not working SHD0024,PM01,370.57
2009-03-17,D,Refit wiper blade,PM01,277.93
2009-04-08,D,C/O L/H Drive coupling,PM01,7449.63
2009-04-08,D,Replace broken cab glass,PM01,460.11
2009-04-09,D,Replace door handle RHS door to eng bay,PM01,779.48
2009-04-09,D,Replace Window Latches,PM01,533.35
2009-04-09,D,Replace cab door seal,PM01,34.16
2009-05-15,D,Window in cab needs fixing SHD24,PM01,0
2009-06-16,D,Seat adjuster U/S,PM01,817.67
2009-07-07,D,Seat base adjustment lever broken off,PM01,1440.87
2009-07-31,D,Repair seat slide,PM01,0
2009-08-06,D,Replace window catch,PM01,258.73
2009-08-11,D,Operator set belt to be changed out,PM01,589.11
2009-08-11,D,Window latch broken,PM01,258.73
2009-08-11,D,ACC DAMAGE HORN,PM06,1603.76
2009-09-29,D,RH & LH Joystick cover broken,PM01,239.52
2009-10-22,D,Replace vacuum cleaner,PM01,2039.1
2009-11-04,D,horn button in joy stick sticking,PM01,0
2009-11-24,D,LH Window latch broken,PM01,334.98
2009-12-22,D,"Window slide U/S rattles Replace , LATCH",PM01,173.52
2009-12-22,D,X15 Replace Cabinet hinges,PM01,439.9
2009-12-22,D,Replace door blind,PM01,705.25
2010-03-18,D,Requires new floor mat,PM01,0
2010-04-13,D,ACC: Broken cab window SHD24,PM06,460.11
2010-04-27,D,Operator reported broken seat SHD24,PM01,5271.11
2010-04-29,D,Replace seat arm rests,PM01,823.58
2010-05-17,D,Stick creeping in operation,PM01,62.17
2010-05-20,D,screw hand free foot pedal to floor,PM01,0
2010-06-01,D,make up steel book holder in cab,PM01,0
2010-06-29,D,Replace RH Joy stick power down button,PM01,0
2010-07-14,D,horn button fell apart,PM01,2187.88
2010-07-27,D,REplace Joy stick control buttons,PM01,2181.95
2010-08-05,D,Replace LH joystick,PM01,0
2010-08-10,D,Rep[lace LH Joy stick,PM01,6166.13
2010-08-24,D,Cab window lock u/s,PM01,334.98
2010-10-19,D,Replace Broken main glass,PM01,0
2011-02-14,D,Modify walkway front of cab,PM01,0
2011-02-17,D,Horn not loud enough,PM01,175.48
2011-02-26,D,Horn has failed,PM01,3168.53
2011-03-14,D,Horn not working,PM01,0
2011-04-05,D,Replace Wireing to Horn,PM01,1921.69
2011-05-23,D,Fit sound proofing to RH Side cab,PM01,172.75
2011-07-19,D,Horn not working SHD24,PM01,3009.32
2011-08-18,D,Rewire horn circuit,PM01,0
2011-08-18,D,Wire up second horn,PM01,558.48
2011-08-18,D,Replace window latch near seat,PM01,470.98
2011-09-19,D,Scope Replace Broken main glass,PM01,82
2011-10-17,D,Fit Spall Shield glass main window,PM01,0
2011-10-17,D,Replace all cab blinds,PM01,0
2006-02-17,E,FIT MIRROR TO L/H SIDE,PM01,548.45
2006-03-03,E,Windscreen wipers not working / REPAIR,PM01,0
2006-03-06,E,FIt Cat mirror to RHS of machine,PM01,0
2006-05-01,E,REPAIR JOYSTICK & BLOWER FAN MOTOR,PM01,0
2006-07-08,E,VACUUM CLEANER STAYS ON ALL THE TIME,PM01,295.94
2006-10-02,E,REPLACE AIR HORNS,PM06,597.55
2006-12-17,E,REPAIRS TO CAB ROOF COVER,PM06,27.2
2007-06-17,E,REPLACE FAULTY HORN RELAY,PM01,446.69
2007-07-23,E,FIT SUNBLIND TO FRONT CAB WINDOW,PM01,530
2007-08-02,E,CHANGE OUT JOYSTICK,PM01,4180.04
2007-09-11,E,FIT SUNBLIND TO LH SIDE WINDOW,PM01,560
2007-12-08,E,CHANGE OUT L/H JOY STICK,PM01,3960.85
2008-01-11,E,CHANGEOUT ~ SEAT ASSEMBLY,PM02,4391.76
2008-05-19,E,REPLACE STICK KICK - OUT,PM01,693.65
2008-06-13,E,Wipers need replacing,PM01,0
2008-08-01,E,DOOR GLASS SMASHED,PM06,270.21
2008-09-26,E,Repair horn - broken off,PM01,0
2008-09-30,E,REPLACE U/S SIGNAL HORNS,PM01,650.15
2008-11-12,E,REPLACE JOYSTICK LEVER,PM01,4208.16
2008-12-05,E,REPLACE RH JOYSTICK.,PM01,4471.59
2009-04-17,E,SEAT SLIDES U/S,PM01,747.48
2009-07-11,E,VACUUM CLEANER DOESNT WORK.,PM01,0
2009-07-13,E,AIR HORN TRUMPET HAS FALLEN OFF,PM01,4266.08
2009-08-16,E,DAMAGE TO ROPS ON CABIN,PM06,497.12
2009-08-19,E,DOOR GLASS BROKEN,PM06,526.36
2009-09-19,E,REPLACE U/S L/H WINDOW LATCH,PM01,950.4
2009-09-28,E,REPLACE AIR HORNS,PM01,1128.42
2009-09-30,E,AIR HORNS NOT WORKING,PM01,323.83
2009-09-30,E,SEAT SUSPENSION NOT HOLDING PRESSURE,PM01,323.83
2010-02-08,E,REPLACE HORN,PM01,240
2010-02-08,E,CHANGEOUT STICK ASSEMBLY,PM01,30677.55
2010-02-08,E,REPLACE 2 X AIR HORNS,PM01,206.73
2010-02-25,E,REPLACE WIPER BLADE,PM01,254.65
2010-04-08,E,CHANGEOUT ~ SEAT ASSEMBLY,PM02,5883.55
2010-04-25,E,CHECK SEAT ADJUSTMENT - CHANGEOUT SEAT,PM01,5702.18
2010-05-12,E,SUPPLY AND FIT VACUUM TO CAB,PM01,0
2010-09-04,E,REPLACE HORN,PM01,263.52
2010-12-20,E,REPAIRED SEAT @ 1653 HRS,PM01,4953.93
2011-05-29,E,REPAIR TO AIR HORNS,PM01,1848.67
2011-06-09,E,Repl Seat Assembly  SHD26,PM02,5098.51
2011-07-01,E,AIR HORN U/S                    @RAMP9.5,PM01,750.91
2011-07-18,E,vacum cleaner not working,PM01,1490.86
2011-07-18,E,joystick cover broken,PM01,0
2011-07-18,E,Outside cab light comes on by itself,PM01,745.43
2011-07-18,E,"REPLACE HORN ,NOT WORKING",PM01,2040.21
2011-08-08,E,window catch broken,PM01,0
2011-08-29,E,RH SIDE CONSOLES X 2 CRACKS & BROKEN,PM01,5100.74
2011-08-29,E,alarm comes on when back cab light on,PM01,0
2011-09-23,E,DOOR SEALS NEED REPLACING,PM01,0
2011-10-13,E,VACUUM CLEANER NOT WORKING,PM01,0
2006-04-24,A,REPAIR B.C.S PANEL,PM01,238.28
2006-10-03,A,REPAIR EMERGENCY SHUT DOWN,PM01,573.55
2007-01-17,A,EMERGENCY SHUT DOWM FAULT,PM01,1238.34
2007-10-12,A,Camera not working,PM01,371.49
2008-02-22,A,UPGRADE MACHINE IDENTIFICATION,PM01,336.25
2008-02-22,A,FIT ISOLATION POINT IDENTIFICATIONS,PM01,0
2008-02-22,A,FIT UPGRADE ACCESS AND PLATFORM,PM01,0
2002-02-22,B,Replace dipstick,PM01,0
2002-10-16,B,Replace air system dryer.,PM01,0
2003-02-23,B,REPAIR SENTINAL ALARM SEE TEXT,PM01,0
2003-03-11,B,contamination alarm coming on.,PM01,496.05
2003-04-03,B,step alarm staying on.,PM01,271.63
2003-07-01,C,Shovel 23 Cameras,PM04,7029.25
2004-03-10,C,INSTALL CAMERA'S ON SHOVEL,PM01,2764.46
2004-10-01,C,REPAIR CAMERA SYSTEM,PM01,113.92
2004-11-04,C,REPAIR CAMERA SYSTEMS,PM01,1460.36
2004-11-19,C,REPOSITION VIDEO CAMERAS.,PM01,249.1
2005-02-01,C,REPLACE R/H OIL RESERVE DIPSTICK,PM01,1430.67
2005-02-12,C,SERVO FILTER ALARM ON .,PM01,311.12
2005-02-18,C,REPAIR X125 AND X150.2 CONNECTIONS,PM01,637.13
2005-08-19,C,INSTALL TRACK FRAME SAFETY I.D. PLATE,PM01,0
2005-09-06,C,"Truck \Spotting\"" straps are being caught""",PM01,0
2005-10-21,C,replace safety chains,PM01,501.75
2005-11-11,C,REAR CAMERA NOT WORKING.,PM01,73.46
2006-07-01,C,REPLACE TRAVEL ALARM,PM01,356.9
2006-10-24,C,FUEL TANK ALARMS - FAULTY,PM01,699.26
2006-11-14,C,CAMERAS NOT WORKING,PM01,5085.08
2007-04-01,C,UPGRADE WITH COLLISION AVOIDANCE CAMERAS,PM04,14375
2007-05-21,C,RH GEARBOX PUMP PRESSURE ALARM ON,PM01,0
2008-01-18,C,FIT ADDITIONAL DIPSTICK TO PTO's,PM01,189.26
2008-01-18,C,CAMERA UPGRADE,PM01,7321
2008-06-16,C,REPAIR SERVO INTERLOCK,PM01,478.36
2008-07-09,C,REPAIR CAMERAS,PM01,0
2008-09-29,C,No cameras working,PM01,0
2009-08-31,C,RH CAMERA NOT WORKING,PM01,1477.06
2009-11-26,C,repair contamination alarm,PM01,3161.36
2010-04-29,C,fit chains to vent doors & check hinges,PM01,0
2011-02-18,C,REPLACE PRESSURE SNSOR,PM01,3007.59
2003-08-25,D,proxy alarm for stick(on),PM01,184.49
2003-12-02,D,repair to dip stick broken tube,PM01,258.18
2004-02-05,D,emergency pull cable needs replacing,PM01,598.55
2004-05-13,D,REPAIR BROKEN DIPSTICK SPOUT,PM01,394.11
2005-03-11,D,Pto Gear box Dipstick missing,PM01,170.2
2005-05-27,D,repairs to emergency lader,PM01,326.18
2005-07-20,D,repair emergency stop,PM01,0
2006-03-18,D,Replace broken windscreen.,PM06,3852.6
2006-04-11,D,contamination alarm comig up,PM01,0
2006-05-07,D,Alarm fault intermitent on SHD24,PM01,0
2006-06-24,D,Re-instate inactive travel alarm SHD24,PM01,739.66
2007-01-04,D,Replace emergency stop control pannel,PM01,80.89
2007-01-08,D,Replace all emergency stops,PM01,0
2007-12-02,D,L/H tram function not working,PM01,3353.76
2008-02-29,D,will not idle back,PM01,160.38
2008-03-18,D,faulty emergency stop,PM01,0
2008-05-31,D,Windscreen wipers not working,PM01,188.39
2008-08-28,D,Replace RH engine Dipstick,PM01,190.76
2008-10-08,D,cracks in walkway,PM01,0
2008-12-11,D,Dipsticks loose SHD0024,PM01,1568.9
2009-03-05,D,Repair walkway,PM01,741.14
2009-03-26,D,Repair JSA sign,PM01,185.28
2009-04-09,D,SCV Replace safety gates SHD24,PM01,48.22
2009-04-10,D,cable alarm fault,PM02,0
2009-05-12,D,Pilot line contamination alarm,PM01,0
2009-06-11,D,Pp 4 contamination alarm,PM01,5849.92
2009-07-20,D,Header tank requires MAN SAFE CAP,PM01,40.5
2009-08-11,D,Replace service leg pull cord,PM01,0
2009-09-29,D,Replace wiring to emergency stop,PM01,0
2010-02-22,D,Operators request Blind side Camera,PM01,0
2010-03-24,D,DER 2 falt,PM01,0
2010-04-13,D,RH120E Replace all HP screens,PM02,4048.04
2010-04-13,D,RH120E Replace all SERVO screens,PM02,685.66
2010-05-03,D,SHD24 Replace Commercial antenna,PM01,2379.88
2010-05-04,D,Contamination alarm Mn Pp 3,PM01,1204.44
2010-06-08,D,Replace Reversing Alarm,PM01,190.95
2010-06-29,D,Replace windscreen wash pump,PM01,109.03
2010-06-29,D,windscreen cracked lh lower corner,PM01,3765.93
2010-07-27,D,Replace windscreen wash pump,PM01,298.57
2010-08-29,D,shd 24 - emergency stop control,PM01,0
2010-09-21,D,Misc Mechanical repairs,PM01,566.04
2010-11-16,D,Replace extinguisher or bracket,PM01,155.08
2011-02-14,D,Replace CD PLayer,PM01,547.59
2011-02-17,D,Won't move off Float,PM01,87.74
2011-04-19,D,Replace LH Dipstick Tube,PM01,103.16
2011-10-17,D,replace cd player speakers,PM01,0
2006-04-07,E,RELOCATE CAMERA,PM01,272.17
2006-04-15,E,MAKE & FIT FOOT REST ABOVE PEDALS,PM01,0
